Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Frequency of Purchases
50.0,Male,Dress,Clothing,90.0,Iowa,Summer,3.0,Yes,Store Pickup,36,Debit Card,Fortnightly
44.0,Male,Skirt,Clothing,34.0,Ohio,Fall,4.2,Yes,Free Shipping,5,Cash,Annually
49.0,Male,Pants,Clothing,51.0,Vermont,Summer,2.9,Yes,Express,47,Credit Card,Bi-Weekly
47.0,Male,Sweater,Clothing,45.0,Montana,Winter,3.5,Yes,Free Shipping,29,Bank Transfer,Fortnightly
36.0,Male,Hoodie,Clothing,88.0,Delaware,Winter,4.1,Yes,Free Shipping,43,Venmo,Bi-Weekly
55.0,Male,Coat,Outerwear,85.0,New York,Summer,4.3,Yes,Store Pickup,40,Debit Card,Every 3 Months
25.0,Male,Jewelry,Accessories,100.0,Kentucky,Winter,2.8,Yes,2-Day Shipping,4,Debit Card,Monthly
53.0,Male,Belt,Accessories,42.0,Oregon,Spring,4.9,Yes,2-Day Shipping,39,PayPal,Weekly
49.0,Male,Sandals,Footwear,53.0,Rhode Island,Summer,3.3,Yes,Next Day Air,45,Venmo,Fortnightly
35.0,Male,Sunglasses,Accessories,86.0,Nevada,Spring,3.2,Yes,Express,20,Venmo,Bi-Weekly
29.0,Male,Sweater,Clothing,66.0,Montana,Spring,4.4,Yes,Standard,14,Debit Card,Weekly
47.0,Male,Belt,Accessories,100.0,Pennsylvania,Winter,4.8,Yes,Express,33,PayPal,Weekly
53.0,Male,Handbag,Accessories,144.0,Alaska,Fall,4.2,Yes,Standard,18,Credit Card,Annually
33.0,Male,Skirt,Clothing,25.0,Mississippi,Fall,4.0,Yes,Express,9,Bank Transfer,Weekly
21.0,Male,Handbag,Accessories,51.0,Wyoming,Winter,2.5,Yes,Standard,34,PayPal,Annually
32.0,Male,Shorts,Clothing,41.0,Delaware,Summer,3.9,Yes,Free Shipping,33,Venmo,Fortnightly
52.0,Male,Boots,Footwear,73.0,Oklahoma,Winter,4.9,Yes,2-Day Shipping,15,Bank Transfer,Bi-Weekly
67.0,Male,Sunglasses,Accessories,42.0,Indiana,Winter,3.5,Yes,Store Pickup,4,PayPal,Bi-Weekly
43.0,Male,Scarf,Accessories,20.0,Maryland,Spring,4.2,Yes,Free Shipping,25,Debit Card,Annually
58.0,Male,Jewelry,Accessories,30.0,South Dakota,Spring,4.7,Yes,Express,20,Credit Card,Every 3 Months
20.0,Male,Handbag,Accessories,53.0,West Virginia,Summer,4.5,Yes,Express,5,Credit Card,Quarterly
61.0,Male,Gloves,Accessories,74.0,Alabama,Spring,2.8,Yes,Express,16,Cash,Quarterly
32.0,Male,Jeans,Clothing,57.0,Louisiana,Fall,2.9,Yes,Standard,13,Debit Card,Annually
38.0,Male,Hat,Accessories,57.0,Montana,Winter,3.2,Yes,2-Day Shipping,11,Credit Card,Every 3 Months
21.0,Male,Jeans,Clothing,77.0,California,Winter,4.9,Yes,Standard,21,Credit Card,Annually
37.0,Male,Pants,Clothing,40.0,Hawaii,Summer,3.7,Yes,Next Day Air,6,Debit Card,Annually
27.0,Male,Shorts,Clothing,46.0,Iowa,Summer,4.3,Yes,Store Pickup,29,Venmo,Monthly
36.0,Male,Pants,Clothing,78.0,Colorado,Fall,3.9,Yes,Store Pickup,15,Cash,Annually
32.0,Male,Backpack,Accessories,59.0,Michigan,Spring,3.2,Yes,2-Day Shipping,17,Bank Transfer,Bi-Weekly
51.0,Male,Jewelry,Accessories,75.0,Louisiana,Summer,3.1,Yes,Express,32,Credit Card,Weekly
44.0,Male,Sweater,Clothing,54.0,Maryland,Spring,3.9,Yes,2-Day Shipping,42,Venmo,Annually
68.0,Male,Shoes,Footwear,42.0,Georgia,Spring,2.6,Yes,Store Pickup,21,Cash,Monthly
68.0,Male,Blouse,Clothing,44.0,Georgia,Winter,3.3,Yes,Next Day Air,9,Cash,Bi-Weekly
33.0,Male,Jeans,Clothing,52.0,North Dakota,Fall,4.6,Yes,Free Shipping,16,Bank Transfer,Annually
65.0,Male,Sunglasses,Accessories,69.0,Maryland,Summer,4.6,Yes,Express,42,Credit Card,Fortnightly
48.0,Male,Jewelry,Accessories,26.0,Oregon,Summer,4.4,Yes,2-Day Shipping,37,Debit Card,Bi-Weekly
69.0,Male,Coat,Outerwear,33.0,North Dakota,Spring,4.2,Yes,Express,32,Debit Card,Quarterly
59.0,Male,Jewelry,Accessories,32.0,Maryland,Spring,3.0,Yes,Express,28,Cash,Bi-Weekly
48.0,Male,Backpack,Accessories,85.0,Virginia,Winter,4.0,Yes,Express,13,Credit Card,Weekly
25.0,Male,Skirt,Clothing,30.0,South Dakota,Fall,3.5,Yes,Express,11,Bank Transfer,Fortnightly
29.0,Male,Shirt,Clothing,29.0,Georgia,Winter,3.0,Yes,Store Pickup,36,Bank Transfer,Bi-Weekly
57.0,Male,Sweater,Clothing,95.0,Hawaii,Spring,3.7,Yes,Express,23,Debit Card,Annually
23.0,Male,Sneakers,Footwear,69.0,Arkansas,Summer,4.0,Yes,Standard,37,Bank Transfer,Monthly
45.0,Male,Sandals,Footwear,69.0,Montana,Fall,4.2,Yes,2-Day Shipping,21,Cash,Bi-Weekly
38.0,Male,Belt,Accessories,61.0,Oklahoma,Spring,2.5,Yes,Standard,22,Debit Card,Bi-Weekly
21.0,Male,Skirt,Clothing,94.0,Minnesota,Summer,3.0,Yes,2-Day Shipping,9,Cash,Monthly
32.0,Male,Sweater,Clothing,30.0,Montana,Fall,3.2,Yes,Next Day Air,16,Venmo,Annually
63.0,Male,Skirt,Clothing,45.0,Ohio,Summer,3.5,Yes,Standard,4,PayPal,Quarterly
29.0,Male,Handbag,Accessories,39.0,Kentucky,Summer,4.8,Yes,Express,3,Debit Card,Bi-Weekly
27.0,Male,Jewelry,Accessories,51.0,Nebraska,Summer,2.6,Yes,Store Pickup,6,Debit Card,Annually
56.0,Male,Scarf,Accessories,37.0,Delaware,Spring,3.4,Yes,2-Day Shipping,18,Venmo,Fortnightly
30.0,Male,T-shirt,Clothing,62.0,North Carolina,Winter,3.7,Yes,2-Day Shipping,34,Venmo,Bi-Weekly
49.0,Male,Coat,Outerwear,85.0,New York,Fall,4.5,Yes,2-Day Shipping,26,Credit Card,Monthly
58.0,Male,T-shirt,Clothing,33.0,Colorado,Winter,3.7,Yes,Standard,50,PayPal,Weekly
57.0,Male,Dress,Clothing,26.0,Delaware,Fall,3.3,Yes,Next Day Air,40,Bank Transfer,Monthly
60.0,Male,Shoes,Footwear,99.0,Utah,Spring,4.7,Yes,Free Shipping,24,Cash,Quarterly
69.0,Male,Handbag,Accessories,39.0,Connecticut,Spring,2.7,Yes,Express,33,PayPal,Annually
70.0,Male,Skirt,Clothing,20.0,New Jersey,Spring,4.6,Yes,Store Pickup,19,Credit Card,Every 3 Months
53.0,Male,Sunglasses,Accessories,42.0,West Virginia,Winter,2.7,Yes,Store Pickup,24,Credit Card,Quarterly
25.0,Male,Sandals,Footwear,74.0,Indiana,Spring,4.8,Yes,2-Day Shipping,19,Credit Card,Weekly
48.0,Male,Shoes,Footwear,26.0,Delaware,Summer,4.4,Yes,Standard,4,Credit Card,Bi-Weekly
44.0,Male,T-shirt,Clothing,53.0,Maryland,Winter,4.0,Yes,Standard,11,Venmo,Every 3 Months
25.0,Male,Sneakers,Footwear,80.0,Pennsylvania,Summer,3.2,Yes,Next Day Air,28,PayPal,Fortnightly
29.0,Male,Hat,Accessories,98.0,Iowa,Spring,4.4,Yes,Store Pickup,24,PayPal,Weekly
46.0,Male,Skirt,Clothing,95.0,Pennsylvania,Spring,3.8,Yes,Standard,25,Credit Card,Every 3 Months
37.0,Male,Sweater,Clothing,44.0,Delaware,Summer,3.6,Yes,Express,27,Bank Transfer,Every 3 Months
20.0,Male,Sandals,Footwear,60.0,Oregon,Summer,3.3,Yes,Next Day Air,49,Venmo,Weekly
40.0,Male,Dress,Clothing,84.0,Oregon,Winter,3.4,Yes,Next Day Air,45,Credit Card,Bi-Weekly
60.0,Male,Sweater,Clothing,59.0,Utah,Fall,3.5,Yes,2-Day Shipping,26,PayPal,Annually
26.0,Male,Jacket,Outerwear,49.0,North Dakota,Summer,3.6,Yes,Express,4,Cash,Annually
29.0,Male,Gloves,Accessories,32.0,Florida,Winter,3.2,Yes,Free Shipping,3,Credit Card,Every 3 Months
66.0,Male,Handbag,Accessories,29.0,Maryland,Fall,3.7,Yes,Standard,45,Venmo,Bi-Weekly
66.0,Male,Dress,Clothing,22.0,Minnesota,Spring,4.5,Yes,Standard,21,Cash,Fortnightly
56.0,Male,Pants,Clothing,85.0,Montana,Winter,4.6,Yes,Standard,50,Cash,Fortnightly
69.0,Male,Jeans,Clothing,52.0,Rhode Island,Winter,4.1,Yes,Store Pickup,19,Bank Transfer,Monthly
38.0,Male,Pants,Clothing,89.0,Massachusetts,Spring,3.4,Yes,Next Day Air,6,PayPal,Annually
42.0,Male,Dress,Clothing,77.0,Vermont,Spring,3.7,Yes,Express,50,Credit Card,Every 3 Months
30.0,Male,Pants,Clothing,24.0,New Jersey,Summer,3.3,Yes,Store Pickup,17,Debit Card,Every 3 Months
66.0,Male,Jewelry,Accessories,24.0,Wisconsin,Spring,4.5,Yes,Express,24,Debit Card,Annually
36.0,Male,Handbag,Accessories,22.0,California,Fall,3.3,Yes,Free Shipping,46,Venmo,Monthly
58.0,Male,Sweater,Clothing,82.0,West Virginia,Fall,4.3,Yes,Standard,42,Cash,Every 3 Months
45.0,Male,Backpack,Accessories,67.0,South Dakota,Winter,2.5,Yes,Standard,10,Cash,Annually
47.0,Male,Shorts,Clothing,74.0,Maine,Spring,2.6,Yes,Standard,1,Cash,Every 3 Months
66.0,Male,Jewelry,Accessories,72.0,Kansas,Summer,4.9,Yes,Standard,28,Debit Card,Quarterly
41.0,Male,Sneakers,Footwear,36.0,Vermont,Summer,4.7,Yes,Free Shipping,48,Debit Card,Quarterly
41.0,Male,Belt,Accessories,95.0,Tennessee,Winter,3.0,Yes,Standard,47,Credit Card,Monthly
66.0,Male,Hoodie,Clothing,78.0,Tennessee,Winter,3.5,Yes,Next Day Air,29,PayPal,Bi-Weekly
37.0,Male,Shirt,Clothing,82.0,Wyoming,Summer,4.8,Yes,Standard,37,Venmo,Quarterly
70.0,Male,Pants,Clothing,70.0,Vermont,Winter,4.3,Yes,Free Shipping,38,Debit Card,Annually
62.0,Male,Scarf,Accessories,41.0,New Jersey,Fall,3.2,Yes,Store Pickup,48,Bank Transfer,Weekly
61.0,Male,Coat,Outerwear,42.0,Iowa,Summer,3.1,Yes,Free Shipping,36,PayPal,Weekly
48.0,Male,Coat,Outerwear,50.0,Florida,Fall,2.8,Yes,Free Shipping,9,Credit Card,Weekly
70.0,Male,Socks,Clothing,31.0,Nevada,Summer,2.9,Yes,2-Day Shipping,34,Bank Transfer,Monthly
46.0,Male,Sweater,Clothing,51.0,North Dakota,Winter,3.7,Yes,Express,43,Venmo,Bi-Weekly
31.0,Male,Shirt,Clothing,98.0,Florida,Fall,3.3,Yes,Store Pickup,46,PayPal,Quarterly
19.0,Male,Shirt,Clothing,86.0,New York,Winter,2.8,Yes,2-Day Shipping,5,Credit Card,Monthly
39.0,Male,Sweater,Clothing,64.0,Alaska,Winter,4.5,Yes,Standard,15,Bank Transfer,Bi-Weekly
41.0,Male,Blouse,Clothing,46.0,Kansas,Fall,2.6,Yes,Next Day Air,30,Credit Card,Annually
20.0,Male,Sweater,Clothing,85.0,Oregon,Spring,3.7,Yes,Standard,44,Venmo,Every 3 Months
36.0,Male,Hat,Accessories,81.0,Rhode Island,Fall,4.4,Yes,Express,16,PayPal,Annually
32.0,Male,Sweater,Clothing,59.0,New Mexico,Winter,4.3,Yes,2-Day Shipping,16,Bank Transfer,Annually
69.0,Male,Hoodie,Clothing,79.0,Massachusetts,Winter,3.5,Yes,Express,16,Cash,Weekly
40.0,Male,Shorts,Clothing,33.0,Pennsylvania,Spring,3.8,Yes,2-Day Shipping,21,Credit Card,Every 3 Months
40.0,Male,Shorts,Clothing,47.0,New Jersey,Summer,3.5,Yes,Express,39,Venmo,Every 3 Months
20.0,Male,Hat,Accessories,20.0,Utah,Summer,4.6,Yes,Store Pickup,40,Debit Card,Bi-Weekly
64.0,Male,Coat,Outerwear,36.0,Kentucky,Spring,2.6,Yes,Next Day Air,48,Credit Card,Every 3 Months
27.0,Male,Sandals,Footwear,39.0,Nebraska,Summer,4.4,Yes,Next Day Air,26,Venmo,Monthly
24.0,Male,Skirt,Clothing,71.0,Virginia,Winter,4.0,Yes,Standard,46,Debit Card,Monthly
48.0,Male,Shoes,Footwear,59.0,Wyoming,Winter,4.4,Yes,Next Day Air,27,Bank Transfer,Annually
49.0,Male,Jeans,Clothing,50.0,New Mexico,Spring,4.7,Yes,Next Day Air,5,Cash,Weekly
36.0,Male,Sandals,Footwear,41.0,Oregon,Fall,3.9,Yes,Store Pickup,43,PayPal,Fortnightly
56.0,Male,Blouse,Clothing,59.0,South Carolina,Fall,2.7,Yes,Free Shipping,17,PayPal,Fortnightly
37.0,Male,Hat,Accessories,87.0,Arizona,Winter,3.7,Yes,2-Day Shipping,3,Bank Transfer,Bi-Weekly
44.0,Male,Sweater,Clothing,68.0,Kentucky,Spring,2.6,Yes,2-Day Shipping,47,Bank Transfer,Fortnightly
28.0,Male,Skirt,Clothing,90.0,New York,Winter,3.9,Yes,Standard,24,Debit Card,Bi-Weekly
27.0,Male,Jeans,Clothing,71.0,Texas,Fall,4.9,Yes,Next Day Air,12,Cash,Every 3 Months
63.0,Male,Sneakers,Footwear,64.0,Missouri,Fall,4.1,Yes,Store Pickup,35,Debit Card,Monthly
58.0,Male,Jewelry,Accessories,76.0,Pennsylvania,Fall,3.0,Yes,Free Shipping,42,Venmo,Weekly
37.0,Male,Jewelry,Accessories,42.0,Oregon,Fall,4.1,Yes,2-Day Shipping,1,PayPal,Every 3 Months
56.0,Male,Pants,Clothing,80.0,Nevada,Spring,3.8,Yes,Standard,27,Cash,Weekly
18.0,Male,Belt,Accessories,56.0,Arkansas,Spring,4.0,Yes,Standard,16,Credit Card,Bi-Weekly
48.0,Male,Hat,Accessories,25.0,Minnesota,Summer,3.6,Yes,Express,36,Credit Card,Every 3 Months
31.0,Male,Sneakers,Footwear,74.0,Georgia,Winter,3.0,Yes,Store Pickup,30,Credit Card,Every 3 Months
51.0,Male,Pants,Clothing,30.0,Rhode Island,Summer,3.0,Yes,Standard,18,Debit Card,Fortnightly
65.0,Male,T-shirt,Clothing,96.0,Nevada,Spring,2.6,Yes,Free Shipping,45,Cash,Annually
53.0,Male,Sneakers,Footwear,64.0,Texas,Fall,3.4,Yes,Free Shipping,1,Venmo,Fortnightly
55.0,Male,Shorts,Clothing,88.0,Florida,Winter,3.1,Yes,Free Shipping,42,Bank Transfer,Fortnightly
62.0,Male,Shoes,Footwear,88.0,North Dakota,Summer,3.0,Yes,Free Shipping,7,Venmo,Every 3 Months
55.0,Male,Gloves,Accessories,88.0,West Virginia,Summer,3.7,Yes,Standard,50,PayPal,Quarterly
64.0,Male,Socks,Clothing,36.0,Nebraska,Spring,3.5,Yes,Store Pickup,37,Venmo,Fortnightly
52.0,Male,Dress,Clothing,40.0,Tennessee,Spring,2.8,Yes,Store Pickup,18,Bank Transfer,Monthly
24.0,Male,Handbag,Accessories,39.0,Oklahoma,Spring,4.5,Yes,Standard,29,Cash,Monthly
38.0,Male,Belt,Accessories,40.0,Wisconsin,Summer,3.3,Yes,Store Pickup,45,PayPal,Quarterly
59.0,Male,Scarf,Accessories,34.0,Oregon,Winter,3.4,Yes,Express,13,PayPal,Weekly
27.0,Male,Sneakers,Footwear,83.0,North Carolina,Winter,3.2,Yes,2-Day Shipping,47,PayPal,Monthly
24.0,Male,Sweater,Clothing,85.0,Pennsylvania,Summer,3.7,Yes,Standard,7,Debit Card,Weekly
23.0,Male,Coat,Outerwear,27.0,North Dakota,Summer,4.6,Yes,Express,11,Venmo,Bi-Weekly
69.0,Male,Jewelry,Accessories,78.0,Ohio,Spring,5.0,Yes,Store Pickup,39,Bank Transfer,Monthly
59.0,Male,Sunglasses,Accessories,32.0,Oklahoma,Summer,4.4,Yes,Standard,6,Debit Card,Quarterly
51.0,Male,Shoes,Footwear,51.0,South Carolina,Fall,4.9,Yes,Express,2,Venmo,Bi-Weekly
63.0,Male,Scarf,Accessories,32.0,Maine,Spring,4.1,Yes,Standard,39,Credit Card,Every 3 Months
54.0,Male,Dress,Clothing,62.0,Nevada,Winter,4.9,Yes,Next Day Air,23,Credit Card,Monthly
32.0,Male,T-shirt,Clothing,29.0,Montana,Fall,4.7,Yes,2-Day Shipping,46,Debit Card,Bi-Weekly
39.0,Male,Backpack,Accessories,69.0,New Hampshire,Fall,3.0,Yes,Store Pickup,19,Bank Transfer,Weekly
66.0,Male,Jewelry,Accessories,25.0,Maine,Winter,3.4,Yes,Store Pickup,3,Credit Card,Every 3 Months
28.0,Male,Jeans,Clothing,76.0,California,Winter,3.2,Yes,Store Pickup,47,PayPal,Quarterly
50.0,Male,Sunglasses,Accessories,77.0,West Virginia,Fall,2.9,Yes,Standard,6,PayPal,Quarterly
70.0,Male,Sweater,Clothing,33.0,California,Fall,4.5,Yes,2-Day Shipping,6,Venmo,Annually
67.0,Male,Shorts,Clothing,93.0,West Virginia,Fall,2.7,Yes,Next Day Air,12,Credit Card,Bi-Weekly
64.0,Male,Jewelry,Accessories,39.0,Louisiana,Spring,3.4,Yes,Express,40,PayPal,Quarterly
45.0,Male,Coat,Outerwear,93.0,Georgia,Summer,4.6,Yes,Store Pickup,38,PayPal,Fortnightly
22.0,Male,Handbag,Accessories,82.0,Washington,Summer,2.7,Yes,Store Pickup,10,PayPal,Quarterly
27.0,Male,Boots,Footwear,42.0,Virginia,Spring,4.2,Yes,Standard,28,Bank Transfer,Monthly
25.0,Male,Gloves,Accessories,71.0,Indiana,Winter,3.2,Yes,2-Day Shipping,19,PayPal,Annually
37.0,Male,Sweater,Clothing,86.0,Minnesota,Spring,4.8,Yes,Standard,25,Cash,Fortnightly
26.0,Male,T-shirt,Clothing,82.0,Idaho,Spring,3.3,Yes,Next Day Air,38,Credit Card,Annually
33.0,Male,Shoes,Footwear,65.0,Vermont,Fall,4.2,Yes,Standard,6,PayPal,Fortnightly
43.0,Male,Scarf,Accessories,29.0,North Dakota,Spring,4.8,Yes,Store Pickup,7,Debit Card,Bi-Weekly
37.0,Male,Sneakers,Footwear,65.0,Rhode Island,Winter,4.9,Yes,Store Pickup,2,PayPal,Annually
46.0,Male,Dress,Clothing,88.0,South Carolina,Fall,3.9,Yes,Standard,24,Bank Transfer,Annually
22.0,Male,Belt,Accessories,46.0,Mississippi,Fall,3.0,Yes,Free Shipping,26,Cash,Annually
20.0,Male,Boots,Footwear,67.0,Montana,Winter,4.6,Yes,Free Shipping,25,Debit Card,Every 3 Months
60.0,Male,Scarf,Accessories,35.0,Idaho,Fall,3.5,Yes,2-Day Shipping,10,Debit Card,Monthly
39.0,Male,Boots,Footwear,66.0,Utah,Winter,4.8,Yes,Free Shipping,14,PayPal,Fortnightly
43.0,Male,T-shirt,Clothing,91.0,Oklahoma,Fall,4.8,Yes,Standard,21,Cash,Quarterly
31.0,Male,Backpack,Accessories,78.0,California,Fall,3.0,Yes,Express,26,PayPal,Monthly
19.0,Male,Sneakers,Footwear,45.0,Nevada,Winter,4.5,Yes,Next Day Air,12,Bank Transfer,Annually
35.0,Male,T-shirt,Clothing,93.0,Delaware,Spring,4.8,Yes,Store Pickup,11,Credit Card,Monthly
41.0,Male,Jeans,Clothing,74.0,South Carolina,Summer,3.8,Yes,Standard,15,Cash,Annually
52.0,Male,Gloves,Accessories,55.0,Maryland,Spring,4.6,Yes,Express,13,Cash,Monthly
45.0,Male,Hoodie,Clothing,76.0,North Carolina,Spring,3.1,Yes,Next Day Air,5,Credit Card,Bi-Weekly
34.0,Male,Sneakers,Footwear,66.0,Alabama,Spring,3.4,Yes,Express,36,Cash,Fortnightly
35.0,Male,Shorts,Clothing,51.0,Minnesota,Winter,3.3,Yes,2-Day Shipping,32,Bank Transfer,Monthly
29.0,Male,Sweater,Clothing,26.0,Virginia,Spring,4.8,Yes,2-Day Shipping,1,Credit Card,Quarterly
59.0,Male,Jeans,Clothing,29.0,Michigan,Summer,2.8,Yes,Express,15,PayPal,Annually
24.0,Male,Jacket,Outerwear,74.0,Maine,Summer,3.1,Yes,Store Pickup,3,Bank Transfer,Weekly
70.0,Male,Jewelry,Accessories,99.0,Nevada,Summer,4.6,Yes,Free Shipping,48,Cash,Monthly
29.0,Male,Backpack,Accessories,88.0,Wyoming,Winter,2.6,Yes,Store Pickup,30,Debit Card,Weekly
44.0,Male,Coat,Outerwear,31.0,Connecticut,Winter,2.6,Yes,Express,40,Bank Transfer,Monthly
36.0,Male,Belt,Accessories,55.0,Oregon,Spring,3.8,Yes,Free Shipping,24,Bank Transfer,Fortnightly
23.0,Male,Sandals,Footwear,81.0,Mississippi,Fall,4.5,Yes,Free Shipping,48,Debit Card,Quarterly
18.0,Male,Sweater,Clothing,73.0,Illinois,Spring,3.0,Yes,Standard,27,Venmo,Bi-Weekly
53.0,Male,Shorts,Clothing,91.0,Utah,Winter,3.5,Yes,Free Shipping,14,Credit Card,Every 3 Months
32.0,Male,Socks,Clothing,54.0,North Carolina,Spring,3.8,Yes,Free Shipping,18,Debit Card,Bi-Weekly
38.0,Male,Shirt,Clothing,40.0,Kentucky,Winter,3.5,Yes,Standard,48,Cash,Bi-Weekly
47.0,Male,Pants,Clothing,59.0,Minnesota,Fall,3.1,Yes,Store Pickup,32,Debit Card,Annually
46.0,Male,Scarf,Accessories,26.0,New York,Spring,3.0,Yes,Store Pickup,21,Credit Card,Bi-Weekly
66.0,Male,Sweater,Clothing,23.0,Illinois,Winter,4.3,Yes,Standard,42,PayPal,Fortnightly
40.0,Male,Jeans,Clothing,87.0,North Dakota,Winter,3.3,Yes,Store Pickup,4,Credit Card,Quarterly
43.0,Male,Pants,Clothing,71.0,Louisiana,Winter,4.7,Yes,Express,19,Credit Card,Quarterly
58.0,Male,Backpack,Accessories,91.0,Illinois,Winter,4.5,Yes,Store Pickup,6,Credit Card,Quarterly
21.0,Male,Coat,Outerwear,64.0,Wyoming,Winter,2.9,Yes,Free Shipping,2,Debit Card,Fortnightly
42.0,Male,Sandals,Footwear,94.0,Washington,Winter,4.1,Yes,2-Day Shipping,21,Cash,Fortnightly
24.0,Male,Shirt,Clothing,40.0,Texas,Summer,3.5,Yes,Store Pickup,40,Debit Card,Annually
43.0,Male,Hat,Accessories,76.0,New Hampshire,Winter,3.4,Yes,Store Pickup,33,Cash,Fortnightly
47.0,Male,Shirt,Clothing,86.0,Indiana,Fall,3.3,Yes,Free Shipping,26,Venmo,Weekly
49.0,Male,Skirt,Clothing,92.0,Alabama,Fall,3.2,Yes,Store Pickup,23,Credit Card,Fortnightly
50.0,Male,Shoes,Footwear,52.0,Oklahoma,Spring,4.0,Yes,Store Pickup,39,PayPal,Every 3 Months
51.0,Male,Coat,Outerwear,28.0,Montana,Winter,3.6,Yes,Next Day Air,42,Bank Transfer,Monthly
40.0,Male,Pants,Clothing,46.0,Tennessee,Summer,4.6,Yes,Free Shipping,41,Bank Transfer,Weekly
45.0,Male,Jewelry,Accessories,50.0,New Mexico,Summer,2.6,Yes,Next Day Air,41,PayPal,Annually
52.0,Male,Belt,Accessories,23.0,Iowa,Winter,4.3,Yes,Express,12,Credit Card,Fortnightly
62.0,Male,Jacket,Outerwear,50.0,Idaho,Summer,3.4,Yes,Free Shipping,31,Cash,Monthly
20.0,Male,Shirt,Clothing,89.0,Oklahoma,Winter,3.5,Yes,Store Pickup,34,Debit Card,Fortnightly
43.0,Male,Hoodie,Clothing,81.0,Florida,Winter,4.2,Yes,Standard,32,Credit Card,Annually
29.0,Male,Sunglasses,Accessories,69.0,Michigan,Fall,3.5,Yes,Store Pickup,31,Credit Card,Quarterly
22.0,Male,Sunglasses,Accessories,67.0,Hawaii,Summer,3.6,Yes,Free Shipping,24,PayPal,Annually
48.0,Male,Dress,Clothing,20.0,California,Summer,4.3,Yes,Store Pickup,31,Debit Card,Annually
42.0,Male,Boots,Footwear,29.0,Iowa,Fall,4.9,Yes,Standard,18,Venmo,Annually
19.0,Male,Shirt,Clothing,74.0,West Virginia,Summer,4.1,Yes,Store Pickup,15,Venmo,Monthly
60.0,Male,Shorts,Clothing,82.0,Washington,Spring,3.6,Yes,Standard,7,Bank Transfer,Every 3 Months
32.0,Male,Gloves,Accessories,23.0,Missouri,Summer,3.4,Yes,Next Day Air,35,Bank Transfer,Fortnightly
26.0,Male,Jewelry,Accessories,45.0,New York,Summer,2.9,Yes,2-Day Shipping,35,Bank Transfer,Monthly
25.0,Male,Boots,Footwear,21.0,Connecticut,Summer,2.7,Yes,Store Pickup,19,Credit Card,Monthly
66.0,Male,Jewelry,Accessories,31.0,Virginia,Summer,4.3,Yes,Express,26,Credit Card,Fortnightly
45.0,Male,Pants,Clothing,45.0,Missouri,Summer,3.3,Yes,Express,39,PayPal,Fortnightly
54.0,Male,Jewelry,Accessories,56.0,Nebraska,Winter,2.8,Yes,Next Day Air,22,Credit Card,Weekly
37.0,Male,Jacket,Outerwear,97.0,New Jersey,Summer,3.2,Yes,Next Day Air,14,Cash,Bi-Weekly
54.0,Male,Blouse,Clothing,100.0,Utah,Fall,3.6,Yes,Store Pickup,50,Debit Card,Fortnightly
50.0,Male,Blouse,Clothing,96.0,North Carolina,Fall,4.0,Yes,2-Day Shipping,33,Credit Card,Quarterly
25.0,Male,Gloves,Accessories,99.0,Rhode Island,Spring,4.9,Yes,Next Day Air,48,Debit Card,Every 3 Months
47.0,Male,Shorts,Clothing,91.0,Arkansas,Winter,4.0,Yes,2-Day Shipping,48,PayPal,Monthly
63.0,Male,Hat,Accessories,30.0,Maryland,Winter,3.8,Yes,Standard,27,PayPal,Fortnightly
64.0,Male,Shoes,Footwear,65.0,South Carolina,Summer,3.7,Yes,Store Pickup,27,Bank Transfer,Weekly
18.0,Male,Boots,Footwear,93.0,Ohio,Winter,3.9,Yes,Express,20,Venmo,Weekly
59.0,Male,Jacket,Outerwear,81.0,Illinois,Fall,3.3,Yes,Express,48,Venmo,Every 3 Months
37.0,Male,Jewelry,Accessories,81.0,Georgia,Summer,2.7,Yes,Standard,29,Venmo,Weekly
23.0,Male,Sunglasses,Accessories,52.0,Alabama,Winter,4.7,Yes,Next Day Air,45,PayPal,Monthly
54.0,Male,Skirt,Clothing,88.0,Oklahoma,Summer,2.8,Yes,Next Day Air,25,Cash,Quarterly
38.0,Male,Jeans,Clothing,24.0,Vermont,Winter,4.6,Yes,Free Shipping,25,PayPal,Weekly
19.0,Male,Backpack,Accessories,51.0,Nebraska,Spring,4.5,Yes,2-Day Shipping,37,Debit Card,Every 3 Months
34.0,Male,Backpack,Accessories,38.0,Georgia,Fall,5.0,Yes,Free Shipping,16,Cash,Quarterly
21.0,Male,Shorts,Clothing,46.0,Alabama,Fall,4.1,Yes,2-Day Shipping,30,Debit Card,Bi-Weekly
50.0,Male,Dress,Clothing,63.0,Minnesota,Summer,4.6,Yes,Express,6,Cash,Every 3 Months
55.0,Male,Scarf,Accessories,72.0,Missouri,Winter,4.9,Yes,2-Day Shipping,36,Bank Transfer,Quarterly
20.0,Male,Jeans,Clothing,39.0,Georgia,Winter,3.9,Yes,Free Shipping,3,Bank Transfer,Quarterly
34.0,Male,Coat,Outerwear,42.0,West Virginia,Spring,3.9,Yes,Store Pickup,29,PayPal,Every 3 Months
62.0,Male,Sweater,Clothing,76.0,Arkansas,Summer,2.6,Yes,2-Day Shipping,15,Cash,Quarterly
