Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Image URL
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Free Shipping,Yes,Yes,46,Cash,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.173
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,Yes,50,PayPal,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.174
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.175
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,Yes,48,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.176
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,26,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.177
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,Yes,Standard,Yes,Yes,21,Credit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.178
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,49,PayPal,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.179
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,Yes,13,PayPal,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.180
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.181
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,42,PayPal,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.182
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,Yes,25,Venmo,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.183
135,43,Male,Hat,Accessories,1,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,Yes,25,Cash,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.184
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,Yes,12,PayPal,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.185
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.186
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,38,PayPal,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.187
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,Yes,42,Bank Transfer,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.188
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30,Venmo,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.189
141,,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.190
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.191
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.192
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,Yes,25,PayPal,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.193
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,Yes,25,Cash,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.194
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44,Debit Card,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.195
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4,Yes,Standard,Yes,Yes,21,Venmo,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.196
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.197
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,Yes,47,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.198
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,Yes,14,PayPal,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.199
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,Yes,17,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.200
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,Yes,3,Venmo,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.201
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,Yes,42,Venmo,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.202
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,Yes,22,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.203
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,21,Venmo,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.204
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.205
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4,Yes,Standard,Yes,Yes,40,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.206
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3,Yes,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.207
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,Yes,50,Bank Transfer,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.208
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.209
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,Yes,34,Venmo,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.210
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3,Yes,Express,Yes,Yes,29,Venmo,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.211
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3,Yes,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.212
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8,Debit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.213
165,59,Male,Handbag,Accessories,5600,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.214
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.215
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.216
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4,Yes,Express,Yes,Yes,14,Credit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.217
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3,Yes,Express,Yes,Yes,5,Cash,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.218
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.219
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.220
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.221
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.222
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.223
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.224
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.225
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.226
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.227
179,,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.228
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.229
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.230
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.231
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.232
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.233
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3,Yes,Express,Yes,Yes,40,Cash,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.234
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.235
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.236
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.237
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.238
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.239
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.240
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.241
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.242
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3,Yes,Standard,Yes,Yes,29,Venmo,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.243
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.244
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.245
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.246
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.247
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.248
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.249
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.250
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.251
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.252
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.253
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.254
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3,Yes,Standard,Yes,Yes,25,PayPal,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.255
207,,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.256
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.257
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.258
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.259
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.260
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.261
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.262
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.263
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.264
216,62,Male,Scarf,Accessories,0.56,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.265
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.266
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.267
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.268
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.269
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.270
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.271
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.272
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.273
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.274
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.275
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.276
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.277
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.278
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.279
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.280
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.281
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.282
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.283
